iter	Logloss
291	0.2028769175
292	0.202101628
293	0.2020130475
294	0.2015175502
295	0.2011107127
296	0.2005549749
297	0.2002986749
298	0.1998844783
299	0.1993636608
300	0.1990181764
301	0.1985713959
302	0.1977300644
303	0.1975559711
304	0.1970622222
305	0.1966964563
306	0.1962911288
307	0.1960012436
308	0.1957073847
309	0.1954696973
310	0.1952132543
311	0.194759353
312	0.1941315651
313	0.1939563592
314	0.1937664032
315	0.1930962563
316	0.1926890373
317	0.1924297492
318	0.1917780876
319	0.1913712184
320	0.1908733209
321	0.1904177984
322	0.1902249654
323	0.1900475502
324	0.1895904382
325	0.1893385887
326	0.1887839317
327	0.1881220341
328	0.1876584053
329	0.1871536096
330	0.1870190303
331	0.1866850058
332	0.1865688801
333	0.1864578565
334	0.1860665321
335	0.1855869611
336	0.1852835814
337	0.1850299517
338	0.184848547
339	0.184557279
340	0.1838275274
341	0.1837121169
342	0.1832451026
343	0.1827077866
344	0.1821851412
345	0.1816868941
346	0.181467549
347	0.1813830217
348	0.1807146708
349	0.1801234563
350	0.1798665047
351	0.1798013369
352	0.1791799227
353	0.1788565795
354	0.178720363
355	0.1783727487
356	0.1780661106
357	0.1778724353
358	0.1774893761
359	0.177065595
360	0.176558876
361	0.1759380817
362	0.1757268588
363	0.1755278428
364	0.1752308846
365	0.1749641736
366	0.1743431886
367	0.1741161982
368	0.1739922523
369	0.1732845624
370	0.1730974197
371	0.1727852186
372	0.1721322695
373	0.1716018677
374	0.171361955
375	0.1710765998
376	0.1708309015
377	0.170596981
378	0.1704786619
379	0.17016565
380	0.1696775913
381	0.1694348176
382	0.1692268372
383	0.1691529592
384	0.168790849
385	0.1686156909
386	0.1684372266
387	0.1681138515
388	0.1678013643
389	0.1677395821
390	0.1673597336
391	0.1669387817
392	0.1666659673
393	0.166423591
394	0.1660386403
395	0.165694205
396	0.1651383718
397	0.1647688548
398	0.1641610146
399	0.1637920856
400	0.1636795044
401	0.1632930279
402	0.1628624439
403	0.1627312978
404	0.1626499176
405	0.1624810855
406	0.1623323917
407	0.1620520115
408	0.161790212
409	0.161439387
410	0.160920159
411	0.1604318301
412	0.1601072947
413	0.1600205263
414	0.1596556028
415	0.1594230334
416	0.1590062459
417	0.1586702506
418	0.1583332062
419	0.1581788699
420	0.1579635938
421	0.1578845342
422	0.15736564
423	0.1571954727
424	0.1567860762
425	0.156498909
426	0.1563449542
427	0.1562887192
428	0.1558763186
429	0.1555438677
430	0.1551740805
431	0.1548514684
432	0.1548242887
433	0.154347229
434	0.1541965485
435	0.1538530509
436	0.1536698023
437	0.1532131831
438	0.1529898643
439	0.152770106
440	0.1525436719
441	0.1524211566
442	0.1522416751
443	0.1520769119
444	0.1517860254
445	0.1515446027
446	0.1514570236
447	0.1512717724
448	0.1510807037
449	0.1507985115
450	0.1504508654
451	0.1503242652
452	0.1500717163
453	0.1498795827
454	0.1494658788
455	0.1492438316
456	0.1491753737
457	0.1488518874
458	0.1486024539
459	0.1483214696
460	0.1480214914
461	0.147782294
462	0.1474163214
463	0.1469811598
464	0.1467025439
465	0.1463064671
466	0.1460659186
467	0.1460039139
468	0.1457547188
469	0.1453444799
470	0.1451839129
471	0.1448760827
472	0.1448045572
473	0.1446462313
474	0.1443588893
475	0.1441890717
476	0.1441736857
477	0.1436242104
478	0.1433125178
479	0.1429826101
480	0.1428334395
481	0.1425631523
482	0.1420926571
483	0.1416834513
484	0.1414636612
485	0.1411251068
486	0.1408083916
487	0.1406673431
488	0.1404650688
489	0.1398570061
490	0.1397970517
491	0.1396106243
492	0.1393963178
493	0.1391693433
494	0.1388243198
495	0.1385271072
496	0.1381921768
497	0.1377730211
498	0.1377006531
499	0.1374224186
500	0.1371377468
501	0.1369457722
502	0.1368310293
503	0.1367072741
504	0.1363369306
505	0.1358767668
506	0.1356663068
507	0.1354258219
508	0.1353305817
509	0.1350483418
510	0.1349078019
511	0.1346716563
512	0.1346162319
513	0.1345634778
514	0.1343957424
515	0.1339241346
516	0.1334951083
517	0.133348465
518	0.1332513253
519	0.1331634521
520	0.1331044436
521	0.1329775333
522	0.1326291084
523	0.1324045499
524	0.1319880168
525	0.1318712234
526	0.131463925
527	0.1312503338
528	0.1308748404
529	0.1307147821
530	0.1303835869
531	0.1300235828
532	0.129812789
533	0.1295222203
534	0.1294290463
535	0.1289962451
536	0.1288975159
537	0.1287834009
538	0.128569595
539	0.1284260352
540	0.1282879035
541	0.1280979872
542	0.1279340903
543	0.1275067806
544	0.1273690224
545	0.1271278699
546	0.1268928051
547	0.1266601721
548	0.1264132579
549	0.1260914485
550	0.1257639567
551	0.1254674991
552	0.1252955119
553	0.1249638398
554	0.1247826894
555	0.1247010867
556	0.1245073954
557	0.1243675947
558	0.1241126378
559	0.1236895005
560	0.123405695
561	0.1231918176
562	0.1229860783
563	0.122742486
564	0.1222850164
565	0.1221809387
566	0.1220111291
567	0.1218478282
568	0.1215015014
569	0.1212344805
570	0.1210937659
571	0.1209894419
572	0.1206029892
573	0.1204034964
574	0.120376277
575	0.1203346888
576	0.119983991
577	0.1195203463
578	0.1191979408
579	0.1189605951
580	0.1186240355
581	0.1183279196
582	0.1181968371
583	0.1178523699
584	0.1174228986
585	0.1173997879
586	0.1170571884
587	0.1168765068
588	0.1168404897
589	0.1166139285
590	0.1163300912
591	0.1161478519
592	0.1157154719
593	0.1155150414
594	0.1151456594
595	0.1148577849
596	0.1145496209
597	0.1141474803
598	0.1139637788
599	0.1137364785
600	0.1134765546
601	0.1134619872
602	0.1131251017
603	0.1130561511
604	0.1127188683
605	0.1124637047
606	0.1122407436
607	0.1120021184
608	0.111766394
609	0.1114774704
610	0.1111778895
611	0.110991621
612	0.1106252352
613	0.1102861563
614	0.1100866079
615	0.1099867105
616	0.1099181811
617	0.1096944968
618	0.1093422095
619	0.1092375994
620	0.1089837154
621	0.1088677247
622	0.1088207404
623	0.1087201754
624	0.1084355672
625	0.1081741015
626	0.1080974023
627	0.1078369538
628	0.107425491
629	0.1072418292
630	0.1070924044
631	0.1069025755
632	0.1068193515
633	0.1065400759
634	0.1062718074
635	0.1061396837
636	0.1058495045
637	0.1056593259
638	0.1054370721
639	0.1053715626
640	0.1051415284
641	0.1048834006
642	0.1046404044
643	0.1045969963
644	0.1043624878
645	0.1039426645
646	0.1036667824
647	0.103505977
648	0.1033253352
649	0.1030409098
650	0.1029417992
651	0.1028943857
652	0.1026663383
653	0.1022878726
654	0.1020585775
655	0.1017759403
656	0.1014369726
657	0.1014153242
658	0.101172177
659	0.1008105834
660	0.1007796526
661	0.1007254283
662	0.1005264918
663	0.1003613631
664	0.1001613061
665	0.09982465108
666	0.09945163727
667	0.0992342631
668	0.09920824369
669	0.09901924133
670	0.0988052845
671	0.09864484469
672	0.09842012723
673	0.09812771479
674	0.09795926412
675	0.09760258198
676	0.09757945538
677	0.09740684827
678	0.09733894666
679	0.09702717463
680	0.09697131316
681	0.09687624772
682	0.09668939908
683	0.09650412401
684	0.0961731116
685	0.09603305658
686	0.09587241809
687	0.09583153725
688	0.09561100006
689	0.09535683791
690	0.09520349503
691	0.09515617688
692	0.09510711034
693	0.09490183194
694	0.09453976154
695	0.09445269903
696	0.09429258506
697	0.09412115415
698	0.09404826959
699	0.0939704895
700	0.09368147055
701	0.09349004428
702	0.09342303276
703	0.09335988363
704	0.09313297272
705	0.09277145863
706	0.09259564082
707	0.09253275394
708	0.09248332977
709	0.09245656331
710	0.09218784968
711	0.0920803388
712	0.09185154438
713	0.09168779055
714	0.0914601167
715	0.09127391179
716	0.09100559553
717	0.09077941577
718	0.09076408545
719	0.09056953589
720	0.09013454119
721	0.08995586236
722	0.08973320325
723	0.08953801791
724	0.0892449379
725	0.08906640212
726	0.08882164955
727	0.08863345782
728	0.08836952845
729	0.08826514085
730	0.08805088202
731	0.08790885607
732	0.08784720103
733	0.08762725989
734	0.08759966691
735	0.0875855128
736	0.08756860097
737	0.08735601107
738	0.08717986743
739	0.08698409398
740	0.08682688077
741	0.08657591343
742	0.08638739586
743	0.0862152338
744	0.08603521188
745	0.0859837691
746	0.0858701547
747	0.08568487167
748	0.08552180926
749	0.08550154368
750	0.08529825211
751	0.08510319392
752	0.08508774439
753	0.08501021067
754	0.08497390747
755	0.08478391171
756	0.08456929525
757	0.08434169292
758	0.08433380127
759	0.08430830638
760	0.08411808014
761	0.08393518925
762	0.08376524448
763	0.08368768692
764	0.08345932961
765	0.08329844475
766	0.08318487008
767	0.08296667735
768	0.08270470301
769	0.0823510011
770	0.08209269047
771	0.08186593056
772	0.08172098796
773	0.08169908524
774	0.08154576619
775	0.08138465881
776	0.08136765162
777	0.0813211441
778	0.08106675148
779	0.08093950748
780	0.08069156011
781	0.08067000707
782	0.08057502906
783	0.08040162722
784	0.08037237326
785	0.08021882375
786	0.08000377019
787	0.07994066874
788	0.07978181839
789	0.07963883082
790	0.07962091764
791	0.07946763039
792	0.07923733393
793	0.07907163302
794	0.07882380486
795	0.07866228422
796	0.07859793504
797	0.07834719022
798	0.07811209361
799	0.07807048957
800	0.07789540291
801	0.07775629361
802	0.07762939135
803	0.07749631405
804	0.07744387786
805	0.07730753422
806	0.07717409134
807	0.07704071999
808	0.0769573768
809	0.07690985998
810	0.07673997879
811	0.07672537168
812	0.0766275088
813	0.07649160226
814	0.07644866308
815	0.07633692424
816	0.07626113892
817	0.0761787494
818	0.0759627978
819	0.07579574585
820	0.07565801144
821	0.07539598147
822	0.07524600029
823	0.07523296674
824	0.07521820068
825	0.0750896136
826	0.07501798471
827	0.07486080329
828	0.07464605967
829	0.07459527651
830	0.07454735438
831	0.07452679475
832	0.07450587749
833	0.07448516687
834	0.07431788445
835	0.07417046229
836	0.0740293026
837	0.07390533288
838	0.07384648323
839	0.07382465998
840	0.0736588637
841	0.07350614866
842	0.0733496507
843	0.07325018247
844	0.07315906684
845	0.07309773763
846	0.07307082812
847	0.07305862109
848	0.07290231387
849	0.0728808403
850	0.07286849817
851	0.0727645874
852	0.07262537479
853	0.07246390978
854	0.07230580648
855	0.07218322754
856	0.07201372782
857	0.07180406253
858	0.07160315514
859	0.07146412532
860	0.07144728502
861	0.0712280035
862	0.07112534841
863	0.07099012534
864	0.07084733645
865	0.07063961824
866	0.07058706284
867	0.07044301033
868	0.07029513518
869	0.07018066247
870	0.07006010214
871	0.06993637085
872	0.0697122256
873	0.06957852046
874	0.0694615682
875	0.06932764053
876	0.06929947535
877	0.06916898092
878	0.06898300648
879	0.06885766983
880	0.06883297761
881	0.0687990586
882	0.06865377426
883	0.0685303847
884	0.0683459123
885	0.06823329926
886	0.0681581974
887	0.06807688077
888	0.06794813474
889	0.06788670222
890	0.0677732865
891	0.06775865555
892	0.06771751245
893	0.06760678291
894	0.06751697858
895	0.06740845044
896	0.06732720534
897	0.06716615359
898	0.0669828097
899	0.06680488586
900	0.0666504542
901	0.06662917535
902	0.0665893356
903	0.06655013164
904	0.06652816137
905	0.06648767789
906	0.06647087336
907	0.06633737882
908	0.06632710298
909	0.06619590918
910	0.06608967781
911	0.06598920027
912	0.06589634418
913	0.06588204702
914	0.06581692298
915	0.06578882138
916	0.06568338871
917	0.06558956305
918	0.06542928219
919	0.06523744265
920	0.0650514404
921	0.06489831607
922	0.06468040546
923	0.06461933851
924	0.0644776384
925	0.06432530085
926	0.0642213424
927	0.06411869129
928	0.06409747601
929	0.06394720475
930	0.06393237114
931	0.0638095657
932	0.06368878682
933	0.06367112796
934	0.06351602077
935	0.06339799563
936	0.06329856714
937	0.06313853264
938	0.06303735574
939	0.0629331708
940	0.06284605662
941	0.06272551616
942	0.06259787877
943	0.0624961098
944	0.0623990496
945	0.0622888724
946	0.06211683353
947	0.06196017663
948	0.06192328135
949	0.06185771624
950	0.06172051032
951	0.06156903108
952	0.0614411672
953	0.06128201485
954	0.06125711997
955	0.06117310127
956	0.06113738616
957	0.06105444829
958	0.06104020278
959	0.06097883781
960	0.06086728573
961	0.06070848306
962	0.06065219641
963	0.06063036124
964	0.06061271826
965	0.06045962969
966	0.06042611996
967	0.0604158322
968	0.06018030643
969	0.06004092693
970	0.06002773046
971	0.06001998583
972	0.05990368525
973	0.0598930041
974	0.0597798268
975	0.05977012714
976	0.05972064336
977	0.05961112181
978	0.05950686137
979	0.0594465812
980	0.05943601529
981	0.05942438841
982	0.05927770535
983	0.0591591994
984	0.05913398266
985	0.058986938
986	0.0588455677
987	0.05870410601
988	0.05867336194
989	0.05853035847
990	0.05842490991
991	0.0582993269
992	0.0582098484
993	0.05808517138
994	0.05796984831
995	0.05786348184
996	0.05775887966
997	0.05774524212
998	0.05773766438
999	0.05772391955
1000	0.05763699214
1001	0.05756524404
1002	0.05741905371
1003	0.05738154252
1004	0.05732973417
1005	0.05729860862
1006	0.05728072723
1007	0.05726095041
1008	0.0572482268
1009	0.05715986888
1010	0.05714863141
1011	0.0571408391
1012	0.05701680183
1013	0.0569130818
1014	0.0568106095
1015	0.05672388872
1016	0.05660933654
1017	0.05659211874
1018	0.05650989215
1019	0.05637259483
1020	0.05635631879
1021	0.05625519753
1022	0.05613611142
1023	0.05593204101
1024	0.05591552655
1025	0.05581542651
1026	0.0557919542
1027	0.05576074123
1028	0.05571289062
1029	0.05556446711
1030	0.05554356575
1031	0.05553081036
1032	0.05550509294
1033	0.05542550882
1034	0.05532675187
1035	0.05529229641
1036	0.05516488552
1037	0.05514295101
1038	0.05504414241
1039	0.05502632459
1040	0.0550185442
1041	0.0550004681
1042	0.05486628215
1043	0.05481040875
1044	0.05479648511
1045	0.05474857489
1046	0.05459758838
1047	0.05459118684
1048	0.05457565784
1049	0.05456086397
1050	0.05455292861
1051	0.05445586443
1052	0.05435992877
1053	0.05435262521
1054	0.05432053407
1055	0.05430796941
1056	0.05427875519
1057	0.0541655302
1058	0.05414674282
1059	0.05396138032
1060	0.05386691093
1061	0.05376555125
1062	0.05367163022
1063	0.0536640803
1064	0.053637592
1065	0.05354500612
1066	0.05345358054
1067	0.05344630877
1068	0.05335599184
1069	0.05334629218
1070	0.05320526361
1071	0.05309141477
1072	0.05306363901
1073	0.05305566788
1074	0.05304671526
1075	0.05295726856
1076	0.05294269721
1077	0.05293158293
1078	0.05292096138
1079	0.05281798442
1080	0.05279054642
1081	0.05274859269
1082	0.05274112225
1083	0.05265309016
1084	0.05252551635
1085	0.052518634
1086	0.05251146555
1087	0.05249340534
1088	0.05246888796
1089	0.05234945615
1090	0.05234298706
1091	0.05232266982
1092	0.05224084854
1093	0.05223017931
1094	0.05205331643
1095	0.05191938082
1096	0.05183299383
1097	0.05182524522
1098	0.05181624492
1099	0.05171286265
1100	0.05169885556
1101	0.05165655613
1102	0.05157005787
1103	0.05148717165
1104	0.05140574376
1105	0.05137528578
1106	0.05129082998
1107	0.05128474236
1108	0.05127796332
1109	0.05126990875
1110	0.05126318932
1111	0.05109262466
1112	0.0509385705
1113	0.05091903607
1114	0.05088049968
1115	0.05086740653
1116	0.05073830684
1117	0.05065844456
1118	0.05058165391
1119	0.05049870412
1120	0.05039551258
1121	0.05031923453
1122	0.0501560847
1123	0.05011175474
1124	0.05001742442
1125	0.05000412067
1126	0.04993015925
1127	0.04992032846
1128	0.04990766843
1129	0.04983823299
1130	0.04967904886
1131	0.04961006244
1132	0.04954160849
1133	0.04949958324
1134	0.04947338104
1135	0.0493932724
1136	0.04931350152
1137	0.04923504591
1138	0.04922858477
1139	0.04921620687
1140	0.04919045766
1141	0.0491393288
1142	0.04899061521
1143	0.0489251852
1144	0.04886016846
1145	0.04879179001
1146	0.04878426393
1147	0.04866910378
1148	0.04862451553
1149	0.04861696164
1150	0.04851335684
1151	0.04849849542
1152	0.04838493665
1153	0.04838056167
1154	0.04836279949
1155	0.04829947154
1156	0.04821429253
1157	0.04810302655
1158	0.04798738162
1159	0.04795061747
1160	0.04794040918
1161	0.04791661501
1162	0.04789698919
1163	0.04787540038
1164	0.04784109592
1165	0.04773203532
1166	0.04766174157
1167	0.04755667448
1168	0.04754274686
1169	0.04752607346
1170	0.04751383066
1171	0.04746982257
1172	0.04742531379
1173	0.0473881801
1174	0.04737121264
1175	0.04735592206
1176	0.04735044638
1177	0.0473147591
1178	0.04722283681
1179	0.04712735812
1180	0.04705216885
1181	0.04698171616
1182	0.04696472486
1183	0.0468957305
1184	0.04679563443
1185	0.04677914381
1186	0.04666010539
1187	0.04665409724
1188	0.04659739335
1189	0.04649353822
1190	0.04644467433
1191	0.04637721777
1192	0.04635845423
1193	0.04629246791
1194	0.04619640112
1195	0.04618807634
1196	0.04618221919
1197	0.04608170191
1198	0.04598238071
1199	0.04590783517
1200	0.04588513772
1201	0.04582036336
1202	0.04581152598
1203	0.0457999746
1204	0.04579370817
1205	0.04578818083
1206	0.04577717781
1207	0.04576546748
1208	0.0457603852
1209	0.04572217464
1210	0.04569001595
1211	0.04568490187
1212	0.04565344652
1213	0.04564262231
1214	0.0456348141
1215	0.04563000202
1216	0.04562465747
1217	0.04556255738
1218	0.04546419779
1219	0.04545891285
1220	0.04545398553
1221	0.04543994665
1222	0.04537455638
1223	0.04536108971
1224	0.04529804389
1225	0.04528521697
1226	0.04527356625
1227	0.04525121053
1228	0.04524525007
1229	0.04521394173
1230	0.04518526395
1231	0.04506449699
1232	0.04500086705
1233	0.04498991172
1234	0.04496947527
1235	0.04495896498
1236	0.04489827156
1237	0.04486738046
1238	0.04483656089
1239	0.04473838806
1240	0.04473393758
1241	0.04464978377
1242	0.04458491802
1243	0.04448876381
1244	0.04445104599
1245	0.04437176784
1246	0.04426003297
1247	0.04425433874
1248	0.04422489802
1249	0.04421388308
1250	0.04420660337
1251	0.04419161479
1252	0.04409639041
1253	0.04401239554
1254	0.04399718841
1255	0.04398873647
1256	0.04390766223
1257	0.04381394386
1258	0.04380678336
1259	0.04379213651
1260	0.04374698003
1261	0.04374224345
1262	0.04363225301
1263	0.04362607797
1264	0.0435554266
1265	0.04352518717
1266	0.04351491928
1267	0.04350015322
1268	0.04348011017
1269	0.04347269535
1270	0.0433820804
1271	0.04328980446
1272	0.04323801994
1273	0.04320964813
1274	0.04315311511
1275	0.04306455851
1276	0.04306001663
1277	0.04303046465
1278	0.04302534262
1279	0.04301588535
1280	0.04293274085
1281	0.04292005698
1282	0.04288534323
1283	0.04280075232
1284	0.04278626045
1285	0.04273529847
1286	0.04268489679
1287	0.04263487657
1288	0.04258043369
1289	0.04252506097
1290	0.04250266552
1291	0.04249852101
1292	0.04242202441
1293	0.04237341881
1294	0.04229977131
1295	0.04229334195
1296	0.04220586618
1297	0.04217864275
1298	0.04217470487
1299	0.04211665789
1300	0.04205814203
1301	0.04204204082
1302	0.04203321934
1303	0.04196706216
1304	0.041957136
1305	0.04190395276
1306	0.04189956586
1307	0.04189492067
1308	0.04187554121
1309	0.04186921914
1310	0.04181179206
1311	0.04180823167
1312	0.04176044464
1313	0.04167309602
1314	0.04165933927
1315	0.04162507852
1316	0.04152118365
1317	0.04145538012
1318	0.04142917792
1319	0.04140349229
1320	0.04135675033
1321	0.04133027792
1322	0.04130031268
1323	0.04121220112
1324	0.04120725791
1325	0.04115555286
1326	0.04115163485
1327	0.04113268058
1328	0.04112165372
1329	0.04111818473
1330	0.04108270009
1331	0.04102767309
1332	0.04102321068
1333	0.04093353748
1334	0.04092473189
1335	0.04092116753
1336	0.04090292851
1337	0.04089387258
1338	0.04088364442
1339	0.04079720974
1340	0.04077622096
1341	0.04070042769
1342	0.04064595302
1343	0.04062297742
1344	0.04061923027
1345	0.04051895142
1346	0.04051097631
1347	0.04042830467
1348	0.04032765627
1349	0.04032386939
1350	0.04029882749
1351	0.0402944088
1352	0.04028987885
1353	0.04021385511
1354	0.04020621379
1355	0.04020106792
1356	0.04018585682
1357	0.04018158515
1358	0.04011280537
1359	0.04005976915
1360	0.03998683294
1361	0.03997891744
1362	0.03997240067
1363	0.03992650906
1364	0.03989814917
1365	0.03988043467
1366	0.03986679316
1367	0.03981090387
1368	0.03978652954
1369	0.03970439831
1370	0.03963456154
1371	0.03956377506
1372	0.03955048323
1373	0.03952659369
1374	0.03945714235
1375	0.03938931624
1376	0.0393099467
1377	0.03927255869
1378	0.03917877674
1379	0.03917568525
1380	0.03913694223
1381	0.03911346197
1382	0.03904560407
1383	0.0390294989
1384	0.03894753456
1385	0.03888307412
1386	0.03887941043
1387	0.03886659543
1388	0.03883136113
1389	0.03880164623
1390	0.03872175217
1391	0.03865556717
1392	0.03860356013
1393	0.03851169348
1394	0.03844714959
1395	0.03837155501
1396	0.03830793301
1397	0.03830352227
1398	0.03822363218
1399	0.0381809632
1400	0.03813855251
1401	0.03813551267
1402	0.03812828859
1403	0.03811370532
1404	0.03804790576
1405	0.0379838864
1406	0.03794833819
1407	0.03789796432
1408	0.03788107634
1409	0.03787559668
1410	0.03785560926
1411	0.03779172103
1412	0.03778412342
1413	0.0377229015
1414	0.03766040007
1415	0.03765657743
1416	0.03763881524
1417	0.0376207749
1418	0.03761583169
1419	0.03755053282
1420	0.03748992682
1421	0.03748626312
1422	0.037469244
1423	0.03741999467
1424	0.03740947644
1425	0.03739671707
1426	0.03730974992
1427	0.03724901279
1428	0.03719080289
1429	0.03713069757
1430	0.0370748361
1431	0.0370172739
1432	0.03696761926
1433	0.03691797256
1434	0.03686877092
1435	0.03685441017
1436	0.03680678209
1437	0.03679389159
1438	0.03677137693
1439	0.03675716718
1440	0.03669830163
1441	0.03661524852
1442	0.03656628132
1443	0.03651285966
1444	0.03650459051
1445	0.03641813199
1446	0.03640112877
1447	0.03638827801
1448	0.03630686998
1449	0.03630303542
1450	0.03629961014
1451	0.03626505534
1452	0.0362481753
1453	0.03622386456
1454	0.03618951639
1455	0.03617273966
1456	0.03616591295
1457	0.03613153696
1458	0.0360789458
1459	0.03603099982
1460	0.03599956433
1461	0.03599678675
1462	0.03596851031
1463	0.03588444392
1464	0.03584544659
1465	0.03583137989
1466	0.03576748371
1467	0.03576465845
1468	0.03574858507
1469	0.035727187
1470	0.03568885326
1471	0.03567128976
1472	0.03565818469
1473	0.03564673265
1474	0.035643363
1475	0.03562678496
1476	0.03562018077
1477	0.03560057878
1478	0.03558767239
1479	0.03558401267
1480	0.03555805683
1481	0.03554899295
1482	0.03549149831
1483	0.0354711771
1484	0.03546496232
1485	0.03545227846
1486	0.03541855415
1487	0.03537384669
1488	0.03531764348
1489	0.03529407978
1490	0.03529016972
1491	0.03526369731
1492	0.03522638083
1493	0.03521869977
1494	0.0352023681
1495	0.03519961039
1496	0.03516675234
1497	0.03507289092
1498	0.03501968384
1499	0.03500682513
1500	0.03499321143
1501	0.03498711189
1502	0.03490594228
1503	0.0348913312
1504	0.03487651745
1505	0.03483178218
